,balance,housing,loan,day,duration,campaign,pdays,Previous
2478,533.0,0.0,0.0,11.0,229.0,2.0,99.0,4.0
2479,3840.0,1.0,0.0,11.0,315.0,2.0,0.0,0.0
2480,994.0,1.0,0.0,11.0,149.0,1.0,78.0,5.0
2481,96.0,0.0,0.0,11.0,349.0,1.0,70.0,3.0
2482,1600.0,1.0,1.0,11.0,1244.0,1.0,0.0,0.0
2483,100.0,1.0,0.0,11.0,221.0,1.0,461.0,1.0
2484,260.0,1.0,0.0,11.0,175.0,2.0,116.0,2.0
2485,1013.0,1.0,0.0,11.0,206.0,1.0,461.0,1.0
2486,413.0,1.0,0.0,11.0,589.0,2.0,0.0,0.0
2487,181.0,0.0,0.0,12.0,182.0,1.0,104.0,1.0
2488,123.0,0.0,0.0,12.0,449.0,1.0,0.0,0.0
2489,353.0,0.0,0.0,12.0,582.0,1.0,0.0,0.0
2490,2794.0,0.0,0.0,12.0,1336.0,2.0,0.0,0.0
2491,3850.0,1.0,0.0,12.0,239.0,2.0,100.0,4.0
2492,2970.0,0.0,0.0,12.0,641.0,1.0,0.0,0.0
2493,6991.0,0.0,0.0,12.0,178.0,2.0,0.0,0.0
2494,2223.0,0.0,0.0,12.0,1064.0,1.0,0.0,0.0
2495,27696.0,0.0,0.0,12.0,147.0,2.0,104.0,1.0
2496,116.0,0.0,0.0,12.0,398.0,4.0,422.0,3.0
2497,2987.0,1.0,0.0,12.0,307.0,1.0,0.0,0.0
2498,608.0,0.0,0.0,12.0,267.0,1.0,0.0,0.0
2499,48.0,1.0,0.0,12.0,810.0,3.0,93.0,6.0
2500,113.0,0.0,0.0,12.0,306.0,1.0,457.0,3.0
2501,498.0,0.0,0.0,12.0,338.0,2.0,104.0,1.0
2502,2643.0,0.0,0.0,12.0,188.0,3.0,100.0,5.0
2503,1337.0,0.0,0.0,12.0,255.0,2.0,104.0,1.0
2504,618.0,0.0,0.0,12.0,293.0,1.0,104.0,1.0
2505,451.0,0.0,0.0,12.0,289.0,2.0,0.0,0.0
2506,0.0,0.0,0.0,13.0,562.0,2.0,0.0,0.0
2507,11.0,0.0,0.0,13.0,489.0,5.0,0.0,0.0
2508,1165.0,1.0,0.0,13.0,784.0,3.0,94.0,10.0
2509,2465.0,0.0,0.0,13.0,414.0,1.0,0.0,0.0
2510,41.0,1.0,0.0,13.0,148.0,2.0,0.0,0.0
2511,35.0,0.0,0.0,13.0,315.0,2.0,105.0,1.0
2512,3169.0,0.0,0.0,13.0,399.0,1.0,430.0,1.0
2513,14.0,0.0,0.0,13.0,234.0,1.0,0.0,0.0
2514,431.0,0.0,0.0,13.0,496.0,2.0,0.0,0.0
2515,616.0,0.0,0.0,13.0,293.0,2.0,105.0,2.0
2516,3324.0,0.0,0.0,13.0,227.0,2.0,192.0,1.0
2517,113.0,0.0,0.0,13.0,204.0,3.0,105.0,1.0
2518,13014.0,0.0,0.0,13.0,738.0,1.0,0.0,0.0
2519,9367.0,0.0,0.0,13.0,320.0,2.0,101.0,2.0
2520,2067.0,1.0,0.0,13.0,393.0,2.0,462.0,1.0
2521,376.0,0.0,0.0,13.0,479.0,1.0,0.0,0.0
2522,842.0,0.0,0.0,13.0,284.0,3.0,0.0,0.0
2523,1235.0,0.0,0.0,13.0,354.0,3.0,0.0,0.0
2524,1.0,0.0,0.0,13.0,640.0,2.0,101.0,4.0
2525,1276.0,0.0,0.0,14.0,156.0,2.0,0.0,0.0
2526,44.0,0.0,0.0,14.0,225.0,1.0,0.0,0.0
2527,255.0,0.0,0.0,14.0,209.0,2.0,106.0,2.0
2528,926.0,0.0,0.0,14.0,436.0,1.0,403.0,5.0
2529,1506.0,0.0,0.0,14.0,326.0,3.0,0.0,0.0
2530,444.0,0.0,0.0,14.0,137.0,1.0,102.0,5.0
2531,557.0,0.0,0.0,14.0,185.0,1.0,0.0,0.0
2532,535.0,0.0,0.0,14.0,125.0,1.0,0.0,0.0
2533,2671.0,0.0,0.0,14.0,94.0,4.0,0.0,0.0
2534,896.0,1.0,0.0,14.0,276.0,2.0,0.0,0.0
2535,528.0,0.0,0.0,14.0,201.0,1.0,0.0,0.0
2536,209.0,0.0,0.0,14.0,391.0,3.0,106.0,1.0
2537,226.0,1.0,0.0,14.0,190.0,3.0,270.0,3.0
2538,1974.0,0.0,0.0,14.0,498.0,2.0,191.0,1.0
2539,942.0,1.0,0.0,14.0,880.0,3.0,267.0,1.0
2540,336.0,1.0,0.0,14.0,260.0,3.0,457.0,1.0
2541,0.0,1.0,0.0,17.0,308.0,1.0,459.0,1.0
2542,4623.0,0.0,0.0,17.0,348.0,1.0,0.0,0.0
2543,276.0,0.0,0.0,17.0,199.0,1.0,0.0,0.0
2544,0.0,0.0,0.0,17.0,286.0,1.0,0.0,0.0
2545,1189.0,0.0,0.0,17.0,220.0,1.0,0.0,0.0
2546,431.0,0.0,0.0,17.0,343.0,2.0,397.0,1.0
2547,2218.0,1.0,0.0,17.0,711.0,1.0,0.0,0.0
2548,1495.0,0.0,0.0,17.0,606.0,1.0,196.0,1.0
2549,828.0,1.0,0.0,17.0,156.0,1.0,199.0,1.0
2550,12972.0,0.0,0.0,18.0,205.0,1.0,0.0,0.0
2551,948.0,0.0,0.0,18.0,215.0,1.0,197.0,2.0
2552,48.0,0.0,0.0,18.0,161.0,1.0,173.0,1.0
2553,0.0,0.0,0.0,18.0,148.0,1.0,84.0,2.0
2554,537.0,1.0,0.0,18.0,216.0,1.0,0.0,0.0
2555,1938.0,0.0,1.0,18.0,193.0,1.0,386.0,3.0
2556,9131.0,1.0,0.0,18.0,532.0,1.0,461.0,5.0
2557,443.0,0.0,0.0,18.0,441.0,1.0,0.0,0.0
2558,132.0,0.0,0.0,19.0,574.0,1.0,84.0,3.0
2559,3411.0,0.0,0.0,19.0,225.0,2.0,0.0,0.0
2560,1.0,0.0,0.0,19.0,335.0,1.0,0.0,0.0
2561,10905.0,0.0,0.0,19.0,240.0,2.0,271.0,1.0
2562,976.0,0.0,0.0,19.0,164.0,1.0,0.0,0.0
2563,2531.0,0.0,0.0,19.0,634.0,1.0,0.0,0.0
2564,1270.0,0.0,0.0,19.0,232.0,3.0,0.0,0.0
2565,5359.0,0.0,0.0,19.0,145.0,1.0,84.0,2.0
2566,10596.0,0.0,0.0,19.0,195.0,1.0,197.0,4.0
2567,691.0,0.0,0.0,19.0,338.0,1.0,0.0,0.0
2568,347.0,0.0,0.0,20.0,267.0,1.0,0.0,0.0
2569,9962.0,0.0,0.0,20.0,474.0,1.0,0.0,0.0
2570,11862.0,0.0,0.0,20.0,217.0,1.0,87.0,6.0
2571,1756.0,0.0,0.0,20.0,195.0,1.0,0.0,0.0
2572,4068.0,0.0,0.0,20.0,184.0,1.0,0.0,0.0
2573,5310.0,1.0,0.0,20.0,273.0,1.0,90.0,3.0
2574,215.0,0.0,0.0,21.0,228.0,4.0,183.0,1.0
2575,106.0,0.0,0.0,21.0,216.0,3.0,91.0,1.0
2576,0.0,0.0,1.0,21.0,374.0,1.0,0.0,0.0
2577,469.0,0.0,0.0,21.0,273.0,1.0,86.0,1.0
2578,2326.0,0.0,1.0,21.0,276.0,1.0,0.0,0.0
2579,3370.0,0.0,0.0,21.0,531.0,2.0,80.0,2.0
2580,144.0,0.0,0.0,21.0,116.0,1.0,0.0,0.0
2581,733.0,1.0,0.0,21.0,126.0,1.0,88.0,4.0
2582,0.0,1.0,0.0,21.0,343.0,2.0,428.0,2.0
2583,5584.0,0.0,0.0,21.0,534.0,3.0,0.0,0.0
2584,61.0,1.0,0.0,21.0,744.0,1.0,109.0,3.0
2585,1047.0,0.0,0.0,21.0,438.0,1.0,184.0,3.0
2586,265.0,0.0,0.0,24.0,130.0,2.0,94.0,1.0
2587,117.0,0.0,0.0,24.0,467.0,2.0,88.0,4.0
2588,5473.0,0.0,0.0,24.0,232.0,2.0,0.0,0.0
2589,106.0,1.0,0.0,25.0,511.0,1.0,392.0,13.0
2590,127.0,1.0,0.0,25.0,192.0,1.0,193.0,1.0
2591,380.0,0.0,0.0,25.0,479.0,1.0,0.0,0.0
2592,0.0,0.0,0.0,25.0,412.0,2.0,0.0,0.0
2593,255.0,0.0,0.0,25.0,242.0,6.0,95.0,4.0
2594,2145.0,0.0,0.0,25.0,291.0,2.0,95.0,4.0
2595,91.0,0.0,0.0,26.0,128.0,3.0,0.0,0.0
2596,1853.0,0.0,0.0,26.0,314.0,1.0,0.0,0.0
2597,11262.0,0.0,0.0,26.0,323.0,1.0,0.0,0.0
2598,0.0,0.0,0.0,26.0,189.0,1.0,0.0,0.0
2599,1129.0,0.0,0.0,26.0,186.0,1.0,0.0,0.0
2600,108.0,0.0,0.0,26.0,624.0,1.0,0.0,0.0
2601,1696.0,1.0,0.0,26.0,257.0,1.0,474.0,3.0
2602,854.0,0.0,0.0,27.0,700.0,4.0,92.0,1.0
2603,223.0,1.0,0.0,27.0,157.0,2.0,119.0,1.0
2604,40.0,1.0,0.0,27.0,259.0,3.0,475.0,4.0
2605,2048.0,0.0,0.0,27.0,212.0,1.0,0.0,0.0
2606,3689.0,0.0,0.0,27.0,445.0,3.0,0.0,0.0
2607,539.0,1.0,0.0,27.0,398.0,2.0,477.0,1.0
2608,590.0,0.0,0.0,27.0,81.0,1.0,94.0,1.0
2609,780.0,0.0,0.0,28.0,162.0,2.0,0.0,0.0
2610,1464.0,1.0,0.0,28.0,207.0,3.0,130.0,5.0
2611,1311.0,0.0,0.0,28.0,622.0,1.0,0.0,0.0
2612,7.0,1.0,0.0,28.0,173.0,1.0,164.0,4.0
2613,636.0,1.0,0.0,28.0,370.0,1.0,116.0,4.0
2614,24277.0,0.0,0.0,28.0,261.0,1.0,0.0,0.0
2615,1872.0,0.0,0.0,28.0,155.0,2.0,93.0,8.0
2616,490.0,0.0,0.0,28.0,207.0,8.0,98.0,1.0
2617,118.0,0.0,0.0,31.0,160.0,3.0,98.0,1.0
2618,4119.0,1.0,1.0,31.0,473.0,2.0,283.0,1.0
2619,1504.0,1.0,0.0,31.0,186.0,3.0,101.0,2.0
2620,2087.0,1.0,0.0,31.0,267.0,1.0,474.0,1.0
2621,5689.0,0.0,0.0,31.0,470.0,1.0,97.0,3.0
2622,201.0,1.0,0.0,31.0,219.0,1.0,157.0,12.0
2623,119.0,1.0,0.0,1.0,265.0,2.0,476.0,4.0
2624,17964.0,1.0,0.0,1.0,120.0,1.0,98.0,5.0
2625,1113.0,0.0,0.0,1.0,212.0,1.0,0.0,0.0
2626,1596.0,0.0,0.0,1.0,82.0,1.0,0.0,0.0
2627,2635.0,0.0,0.0,1.0,181.0,1.0,98.0,2.0
2628,568.0,1.0,0.0,2.0,378.0,2.0,386.0,1.0
2629,2626.0,0.0,0.0,2.0,140.0,2.0,0.0,0.0
2630,4752.0,0.0,0.0,2.0,233.0,2.0,0.0,0.0
2631,528.0,1.0,0.0,2.0,121.0,3.0,100.0,5.0
2632,2552.0,0.0,0.0,3.0,260.0,1.0,94.0,8.0
2633,3343.0,0.0,0.0,3.0,365.0,1.0,94.0,1.0
2634,995.0,0.0,0.0,3.0,331.0,1.0,99.0,2.0
2635,7968.0,0.0,0.0,3.0,733.0,1.0,93.0,1.0
2636,0.0,0.0,0.0,4.0,316.0,3.0,0.0,0.0
2637,2587.0,0.0,0.0,4.0,328.0,2.0,94.0,2.0
2638,6468.0,1.0,0.0,4.0,730.0,1.0,157.0,4.0
2639,4744.0,0.0,0.0,4.0,879.0,1.0,0.0,0.0
2640,1231.0,1.0,0.0,4.0,230.0,1.0,93.0,7.0
2641,3443.0,0.0,0.0,4.0,770.0,3.0,0.0,0.0
2642,2568.0,0.0,0.0,4.0,563.0,1.0,100.0,4.0
2643,1644.0,0.0,0.0,7.0,569.0,4.0,0.0,0.0
2644,1354.0,0.0,0.0,7.0,281.0,3.0,97.0,2.0
2645,602.0,0.0,0.0,7.0,350.0,1.0,98.0,5.0
2646,1795.0,0.0,0.0,7.0,219.0,1.0,0.0,0.0
2647,0.0,1.0,0.0,7.0,211.0,1.0,294.0,1.0
2648,268.0,0.0,0.0,7.0,587.0,1.0,0.0,0.0
2649,52.0,1.0,0.0,7.0,351.0,1.0,95.0,6.0
2650,924.0,0.0,0.0,7.0,231.0,1.0,94.0,3.0
2651,3033.0,0.0,0.0,8.0,293.0,1.0,0.0,0.0
2652,6574.0,0.0,0.0,8.0,495.0,1.0,92.0,3.0
2653,0.0,0.0,0.0,8.0,206.0,1.0,0.0,0.0
2654,108.0,0.0,0.0,8.0,169.0,1.0,0.0,0.0
2655,409.0,0.0,0.0,8.0,165.0,1.0,97.0,4.0
2656,726.0,0.0,0.0,8.0,445.0,2.0,0.0,0.0
2657,1871.0,0.0,0.0,8.0,260.0,1.0,96.0,1.0
2658,1094.0,1.0,0.0,8.0,137.0,1.0,0.0,0.0
2659,2915.0,0.0,0.0,8.0,519.0,1.0,131.0,2.0
2660,480.0,0.0,0.0,8.0,140.0,1.0,0.0,0.0
2661,1227.0,0.0,0.0,8.0,400.0,2.0,95.0,1.0
2662,1205.0,0.0,0.0,8.0,376.0,2.0,0.0,0.0
2663,161.0,0.0,1.0,8.0,298.0,3.0,0.0,0.0
2664,802.0,0.0,0.0,9.0,475.0,5.0,0.0,0.0
2665,723.0,0.0,0.0,9.0,276.0,1.0,79.0,3.0
2666,6538.0,0.0,0.0,9.0,394.0,1.0,0.0,0.0
2667,147.0,0.0,0.0,9.0,234.0,1.0,100.0,1.0
2668,0.0,0.0,0.0,9.0,408.0,1.0,0.0,0.0
2669,1416.0,0.0,0.0,9.0,345.0,1.0,0.0,0.0
2670,14220.0,1.0,0.0,9.0,397.0,1.0,0.0,0.0
2671,12569.0,0.0,0.0,9.0,344.0,1.0,295.0,1.0
2672,555.0,1.0,0.0,9.0,344.0,1.0,0.0,0.0
2673,158.0,0.0,0.0,9.0,278.0,2.0,132.0,4.0
2674,261.0,1.0,1.0,9.0,259.0,2.0,98.0,4.0
2675,786.0,0.0,0.0,10.0,84.0,3.0,0.0,0.0
2676,27.0,1.0,0.0,10.0,230.0,3.0,0.0,0.0
2677,0.0,0.0,0.0,11.0,260.0,3.0,95.0,3.0
2678,2815.0,1.0,0.0,11.0,212.0,1.0,0.0,0.0
2679,3082.0,0.0,0.0,11.0,285.0,1.0,0.0,0.0
2680,1233.0,1.0,0.0,11.0,91.0,1.0,100.0,2.0
2681,739.0,0.0,0.0,11.0,210.0,1.0,0.0,0.0
2682,640.0,1.0,0.0,11.0,108.0,2.0,129.0,2.0
2683,1843.0,0.0,0.0,11.0,106.0,2.0,0.0,0.0
2684,322.0,0.0,0.0,11.0,240.0,2.0,95.0,3.0
2685,7331.0,0.0,0.0,11.0,658.0,4.0,95.0,2.0
2686,1765.0,0.0,0.0,11.0,290.0,2.0,0.0,0.0
2687,1236.0,1.0,0.0,14.0,335.0,4.0,0.0,0.0
2688,6046.0,1.0,1.0,14.0,185.0,2.0,0.0,0.0
2689,934.0,0.0,0.0,14.0,961.0,5.0,0.0,0.0
2690,1013.0,0.0,0.0,15.0,170.0,1.0,92.0,3.0
2691,596.0,1.0,0.0,15.0,722.0,1.0,0.0,0.0
2692,4775.0,0.0,0.0,15.0,215.0,1.0,0.0,0.0
2693,3109.0,0.0,0.0,15.0,107.0,2.0,105.0,2.0
2694,388.0,0.0,0.0,15.0,173.0,2.0,99.0,4.0
2695,262.0,0.0,0.0,15.0,89.0,2.0,106.0,1.0
2696,654.0,0.0,0.0,15.0,875.0,1.0,0.0,0.0
2697,1855.0,0.0,0.0,15.0,126.0,2.0,134.0,1.0
2698,810.0,0.0,0.0,15.0,91.0,1.0,103.0,3.0
2699,1664.0,0.0,0.0,15.0,106.0,1.0,105.0,3.0
2700,362.0,0.0,0.0,15.0,925.0,1.0,104.0,2.0
2701,1293.0,0.0,0.0,16.0,1702.0,3.0,105.0,2.0
2702,874.0,1.0,0.0,16.0,152.0,1.0,103.0,1.0
2703,10943.0,0.0,0.0,16.0,292.0,1.0,0.0,0.0
2704,4539.0,0.0,0.0,16.0,387.0,1.0,0.0,0.0
2705,2817.0,0.0,0.0,17.0,543.0,1.0,0.0,0.0
2706,1646.0,0.0,0.0,18.0,890.0,5.0,0.0,0.0
2707,808.0,0.0,0.0,18.0,267.0,2.0,114.0,2.0
2708,44.0,0.0,0.0,18.0,1104.0,2.0,88.0,2.0
2709,425.0,0.0,0.0,22.0,773.0,1.0,92.0,2.0
2710,2367.0,0.0,0.0,22.0,83.0,1.0,113.0,3.0
2711,10252.0,0.0,0.0,22.0,173.0,1.0,141.0,2.0
2712,1000.0,1.0,0.0,22.0,239.0,1.0,99.0,2.0
2713,4380.0,0.0,0.0,22.0,369.0,1.0,0.0,0.0
2714,20585.0,0.0,0.0,23.0,299.0,1.0,100.0,1.0
2715,2601.0,0.0,0.0,24.0,261.0,1.0,0.0,0.0
2716,238.0,0.0,0.0,25.0,692.0,1.0,0.0,0.0
2717,0.0,0.0,0.0,25.0,210.0,1.0,0.0,0.0
2718,3371.0,0.0,0.0,28.0,299.0,2.0,0.0,0.0
2719,10583.0,0.0,0.0,28.0,341.0,3.0,98.0,3.0
2720,16.0,1.0,0.0,29.0,316.0,1.0,119.0,1.0
2721,1451.0,0.0,0.0,30.0,117.0,1.0,121.0,1.0
2722,0.0,0.0,0.0,30.0,992.0,2.0,0.0,0.0
2723,132.0,0.0,0.0,1.0,194.0,1.0,119.0,1.0
2724,189.0,0.0,0.0,1.0,238.0,1.0,107.0,2.0
2725,288.0,0.0,0.0,1.0,101.0,1.0,0.0,0.0
2726,1027.0,1.0,0.0,1.0,137.0,1.0,119.0,1.0
2727,6784.0,0.0,0.0,1.0,502.0,1.0,115.0,3.0
2728,1464.0,0.0,0.0,2.0,194.0,2.0,94.0,1.0
2729,8295.0,0.0,0.0,2.0,849.0,2.0,119.0,1.0
2730,2917.0,0.0,0.0,6.0,215.0,1.0,0.0,0.0
2731,158.0,0.0,0.0,6.0,144.0,1.0,0.0,0.0
2732,1588.0,0.0,0.0,6.0,728.0,1.0,0.0,0.0
2733,282.0,0.0,0.0,6.0,296.0,3.0,0.0,0.0
2734,5437.0,0.0,0.0,7.0,201.0,1.0,58.0,3.0
2735,1185.0,0.0,0.0,7.0,290.0,1.0,114.0,1.0
2736,895.0,0.0,0.0,7.0,335.0,1.0,0.0,0.0
2737,1857.0,1.0,0.0,8.0,147.0,1.0,92.0,5.0
2738,4596.0,1.0,0.0,8.0,234.0,2.0,175.0,2.0
2739,565.0,0.0,0.0,8.0,153.0,1.0,93.0,1.0
2740,1781.0,0.0,0.0,8.0,611.0,2.0,183.0,1.0
2741,3415.0,0.0,0.0,9.0,266.0,3.0,184.0,1.0
2742,12039.0,0.0,0.0,12.0,261.0,1.0,187.0,1.0
2743,12.0,0.0,0.0,12.0,511.0,3.0,187.0,1.0
2744,139.0,0.0,1.0,12.0,138.0,1.0,0.0,0.0
2745,2488.0,0.0,0.0,12.0,180.0,1.0,0.0,0.0
2746,7111.0,1.0,0.0,12.0,146.0,1.0,0.0,0.0
2747,361.0,0.0,0.0,13.0,411.0,2.0,0.0,0.0
2748,2109.0,0.0,0.0,13.0,79.0,2.0,0.0,0.0
2749,1093.0,1.0,1.0,13.0,1226.0,2.0,0.0,0.0
2750,2646.0,0.0,0.0,13.0,221.0,1.0,182.0,1.0
2751,6.0,1.0,0.0,13.0,210.0,1.0,182.0,2.0
2752,670.0,0.0,0.0,13.0,301.0,2.0,0.0,0.0
2753,592.0,0.0,0.0,13.0,204.0,2.0,99.0,5.0
2754,1965.0,0.0,0.0,13.0,1003.0,3.0,0.0,0.0
2755,313.0,0.0,0.0,14.0,958.0,1.0,0.0,0.0
2756,40.0,0.0,0.0,14.0,290.0,2.0,0.0,0.0
2757,4198.0,0.0,0.0,15.0,441.0,5.0,246.0,5.0
2758,536.0,0.0,0.0,15.0,244.0,1.0,105.0,1.0
2759,1311.0,0.0,0.0,15.0,485.0,3.0,184.0,3.0
2760,766.0,0.0,0.0,15.0,457.0,2.0,0.0,0.0
2761,2557.0,1.0,0.0,15.0,166.0,3.0,183.0,5.0
2762,79.0,0.0,0.0,15.0,570.0,1.0,135.0,1.0
2763,1318.0,0.0,0.0,16.0,115.0,1.0,185.0,2.0
2764,3771.0,0.0,0.0,16.0,186.0,1.0,183.0,1.0
2765,0.0,0.0,0.0,16.0,847.0,1.0,60.0,1.0
2766,6138.0,0.0,0.0,16.0,154.0,2.0,119.0,5.0
2767,129.0,0.0,0.0,16.0,258.0,1.0,0.0,0.0
2768,469.0,0.0,0.0,16.0,170.0,1.0,183.0,1.0
2769,893.0,0.0,0.0,16.0,154.0,2.0,0.0,0.0
2770,519.0,0.0,0.0,16.0,434.0,1.0,57.0,1.0
2771,4017.0,0.0,0.0,16.0,156.0,1.0,0.0,0.0
2772,643.0,0.0,0.0,16.0,324.0,1.0,143.0,3.0
2773,2338.0,0.0,0.0,16.0,717.0,2.0,0.0,0.0
2774,0.0,0.0,0.0,16.0,136.0,2.0,0.0,0.0
2775,6481.0,0.0,0.0,19.0,131.0,1.0,0.0,0.0
2776,820.0,0.0,0.0,19.0,98.0,1.0,0.0,0.0
2777,1784.0,0.0,0.0,19.0,385.0,2.0,0.0,0.0
2778,1411.0,0.0,0.0,19.0,233.0,2.0,187.0,3.0
2779,7529.0,0.0,0.0,19.0,328.0,1.0,0.0,0.0
2780,206.0,0.0,0.0,20.0,148.0,2.0,195.0,2.0
2781,1388.0,0.0,0.0,20.0,513.0,1.0,0.0,0.0
2782,1807.0,0.0,0.0,20.0,373.0,1.0,0.0,0.0
2783,480.0,0.0,0.0,20.0,213.0,1.0,0.0,0.0
2784,571.0,1.0,0.0,20.0,349.0,1.0,183.0,2.0
2785,3994.0,0.0,1.0,20.0,595.0,2.0,187.0,2.0
2786,1693.0,1.0,0.0,20.0,427.0,1.0,0.0,0.0
2787,80.0,0.0,0.0,20.0,676.0,2.0,146.0,2.0
2788,267.0,0.0,0.0,21.0,192.0,3.0,184.0,1.0
2789,2581.0,0.0,0.0,21.0,828.0,1.0,189.0,1.0
2790,1134.0,0.0,0.0,21.0,825.0,1.0,183.0,4.0
2791,309.0,0.0,0.0,21.0,467.0,2.0,184.0,1.0
2792,6807.0,0.0,0.0,21.0,512.0,2.0,184.0,1.0
2793,6746.0,0.0,0.0,21.0,749.0,1.0,0.0,0.0
2794,375.0,0.0,0.0,21.0,135.0,1.0,0.0,0.0
2795,658.0,1.0,0.0,21.0,307.0,1.0,208.0,1.0
2796,371.0,1.0,1.0,21.0,287.0,1.0,0.0,0.0
2797,2693.0,0.0,0.0,21.0,107.0,2.0,0.0,0.0
2798,329.0,0.0,0.0,22.0,252.0,2.0,0.0,0.0
2799,79.0,1.0,0.0,22.0,249.0,2.0,335.0,2.0
2800,0.0,0.0,0.0,22.0,360.0,5.0,0.0,0.0
2801,6281.0,0.0,0.0,22.0,257.0,1.0,128.0,3.0
2802,775.0,0.0,0.0,22.0,313.0,3.0,0.0,0.0
2803,411.0,0.0,0.0,22.0,127.0,3.0,149.0,2.0
2804,2144.0,0.0,0.0,22.0,277.0,1.0,184.0,2.0
2805,431.0,0.0,0.0,22.0,133.0,1.0,107.0,2.0
2806,123.0,0.0,1.0,22.0,247.0,1.0,184.0,3.0
2807,3792.0,0.0,0.0,22.0,504.0,1.0,183.0,2.0
2808,4807.0,0.0,0.0,22.0,1002.0,4.0,0.0,0.0
2809,8603.0,0.0,0.0,22.0,306.0,3.0,107.0,1.0
2810,2178.0,0.0,0.0,22.0,260.0,2.0,139.0,1.0
2811,2991.0,0.0,0.0,22.0,344.0,1.0,183.0,1.0
2812,4174.0,0.0,0.0,23.0,336.0,2.0,184.0,5.0
2813,10925.0,0.0,0.0,23.0,270.0,3.0,185.0,1.0
2814,2411.0,1.0,0.0,23.0,130.0,1.0,161.0,1.0
2815,14646.0,0.0,0.0,23.0,210.0,1.0,0.0,0.0
2816,86.0,0.0,0.0,23.0,149.0,1.0,0.0,0.0
2817,11115.0,0.0,0.0,23.0,476.0,1.0,74.0,2.0
2818,6900.0,0.0,0.0,23.0,255.0,4.0,185.0,2.0
2819,5878.0,0.0,0.0,23.0,438.0,1.0,430.0,2.0
2820,1780.0,1.0,0.0,23.0,221.0,2.0,183.0,3.0
2821,183.0,0.0,0.0,23.0,281.0,1.0,52.0,4.0
2822,3648.0,0.0,0.0,23.0,257.0,2.0,126.0,3.0
2823,4112.0,0.0,0.0,23.0,282.0,2.0,0.0,0.0
2824,542.0,0.0,0.0,26.0,355.0,1.0,180.0,5.0
2825,243.0,0.0,0.0,27.0,131.0,1.0,0.0,0.0
2826,942.0,0.0,0.0,27.0,143.0,1.0,188.0,1.0
2827,254.0,0.0,0.0,27.0,207.0,1.0,0.0,0.0
2828,0.0,1.0,0.0,27.0,96.0,1.0,267.0,1.0
2829,0.0,0.0,0.0,27.0,297.0,1.0,75.0,3.0
2830,992.0,1.0,0.0,27.0,424.0,1.0,515.0,1.0
2831,23.0,0.0,0.0,27.0,137.0,1.0,0.0,0.0
2832,732.0,0.0,0.0,27.0,759.0,2.0,0.0,0.0
2833,4629.0,1.0,0.0,27.0,624.0,1.0,0.0,0.0
2834,0.0,0.0,0.0,27.0,298.0,1.0,111.0,8.0
2835,70.0,0.0,0.0,27.0,255.0,3.0,148.0,1.0
2836,5063.0,0.0,0.0,27.0,418.0,2.0,0.0,0.0
2837,4572.0,0.0,0.0,27.0,146.0,2.0,56.0,1.0
2838,129.0,0.0,0.0,27.0,149.0,1.0,0.0,0.0
2839,4984.0,0.0,0.0,28.0,509.0,1.0,0.0,0.0
2840,1004.0,0.0,0.0,28.0,371.0,1.0,0.0,0.0
2841,4787.0,0.0,0.0,28.0,501.0,1.0,0.0,0.0
2842,914.0,1.0,0.0,28.0,524.0,3.0,272.0,1.0
2843,2326.0,0.0,0.0,28.0,207.0,1.0,194.0,1.0
2844,81.0,1.0,0.0,29.0,164.0,2.0,0.0,0.0
2845,203.0,0.0,0.0,29.0,139.0,1.0,0.0,0.0
2846,3951.0,0.0,0.0,29.0,164.0,1.0,0.0,0.0
2847,240.0,1.0,0.0,29.0,142.0,1.0,0.0,0.0
2848,338.0,0.0,0.0,29.0,209.0,1.0,188.0,2.0
2849,0.0,0.0,0.0,29.0,1707.0,2.0,0.0,0.0
2850,0.0,0.0,0.0,29.0,189.0,3.0,0.0,0.0
2851,944.0,0.0,0.0,29.0,251.0,2.0,0.0,0.0
2852,5.0,0.0,0.0,29.0,401.0,1.0,0.0,0.0
2853,697.0,0.0,0.0,29.0,215.0,3.0,80.0,5.0
2854,1948.0,0.0,0.0,29.0,106.0,2.0,269.0,2.0
2855,3654.0,0.0,0.0,29.0,215.0,2.0,78.0,2.0
2856,551.0,0.0,0.0,29.0,124.0,1.0,0.0,0.0
2857,997.0,0.0,0.0,29.0,746.0,2.0,86.0,1.0
2858,477.0,1.0,0.0,29.0,377.0,1.0,520.0,1.0
2859,3663.0,0.0,0.0,29.0,424.0,2.0,213.0,3.0
2860,853.0,0.0,0.0,29.0,279.0,1.0,148.0,1.0
2861,8278.0,0.0,0.0,29.0,445.0,1.0,0.0,0.0
2862,7458.0,0.0,0.0,30.0,212.0,2.0,0.0,0.0
2863,44.0,0.0,0.0,30.0,217.0,1.0,0.0,0.0
2864,1193.0,0.0,0.0,30.0,640.0,1.0,0.0,0.0
2865,230.0,0.0,0.0,30.0,144.0,1.0,0.0,0.0
2866,8729.0,0.0,0.0,30.0,480.0,1.0,0.0,0.0
2867,2384.0,0.0,0.0,30.0,196.0,2.0,0.0,0.0
2868,3401.0,0.0,0.0,30.0,294.0,1.0,270.0,1.0
2869,881.0,0.0,0.0,30.0,257.0,3.0,0.0,0.0
2870,1522.0,0.0,0.0,30.0,368.0,2.0,0.0,0.0
